row_id,id,row_title,block,+/-,accounts_included,variable_name,text_field,variable_text,ib_ub,calculated,formula,Saldo,always_show,toggle_show,editable,style,item_name,Abstrakt,Datatyp,period_type,block_sub
1,502,Noter,NOT,,,,,,,,,,false,,,H0,NoterAbstract,true,xbrli:stringItemType,duration,
2,503,Redovisningsprinciper,NOT1,,,,,,,,,,false,,,H1,RedovisningsprinciperAbstract,true,xbrli:stringItemType,duration,
3,504,Redovisningsprinciper,NOT1,,,redovisning_principer,TRUE,Årsredovisningen är upprättad i enlighet med årsredovisningslagen och Bokföringsnämndens allmänna råd (BFNAR 2016:10) om årsredovisning i mindre företag,,,,,true,,,,RedovisningsVarderingsprinciper,false,xbrli:stringItemType,duration,
4,567,Medelantalet anställda,NOT2,,,,,,,,,,false,,,H1,NotMedelantaletAnstallda,false,xbrli:stringItemType,duration,
5,568,Medelantalet anställda,NOT2,,,,,,,,,,false,,,,MedelantaletAnstalldaAbstract,true,xbrli:stringItemType,duration,
6,569,Medelantalet anställda under året,NOT2,,,ant_anstallda,,,,,,,true,,,,MedelantaletAnstallda,false,xbrli:decimalItemType,duration,
7,570,Kommentar till not,NOT2,,,,,,,,,,false,,,,NotMedelantaletAnstalldaKommentar,false,xbrli:stringItemType,duration,
8,710,Byggnader och mark,BYGG,,,,,,,,,,false,,,,NotByggnaderMark,false,xbrli:stringItemType,duration,
9,711,Byggnader och mark,BYGG,,,,,,,,,,false,,,,ByggnaderMarkAbstract,true,xbrli:stringItemType,duration,
10,,Anskaffningsvärden,BYGG,,,,,,,,,,true,,,H3,,,,,
11,712,Ingående anskaffningsvärden,BYGG,,1110-1117;1130-1139;1140-1149;1150-1157;1180-1189,bygg_ib,,,IB,,,debit,true,,,,ByggnaderMarkAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
12,713,Förändringar av anskaffningsvärden,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringAnskaffningsvardenAbstract,true,xbrli:stringItemType,duration,
13,714,Inköp,BYGG,,,arets_inkop_bygg,,,,true,bygg_ub-bygg_ib,,true,,,,ByggnaderMarkForandringAnskaffningsvardenInkop,false,xbrli:monetaryItemType,duration,
